fic,costat,datafmt,indfmt,consol,gvkey,datadate,conm,naics,dlc,dltt,emp,oiadp,prc,revt,sale,cshoi,nicon,ninc
SGP,A,HIST_STD,INDL,C,272365,2023-12-31,OLAM GROUP LTD,4244,6550.4310,9743.4400,39.0000,1406.0450,0.0000,48271.9910,48271.9910,3817.17300,246.23000,
SGP,A,HIST_STD,INDL,C,272365,2024-12-31,OLAM GROUP LTD,4244,9974.5910,13120.2020,39.5600,1767.2550,0.0000,56158.4920,56158.4920,3792.53100,53.84200,
CHN,A,HIST_STD,INDL,C,272488,2014-12-31,WUCHAN ZHONGDA GROUP CO LTD,42,8851.4430,3769.1050,,420.7320,0.0000,37952.0590,37952.0590,995.99500,359.48400,83.92000
CHN,A,HIST_STD,INDL,C,272488,2015-12-31,WUCHAN ZHONGDA GROUP CO LTD,42,19805.6100,2481.5130,18.2180,1554.3920,0.0000,181907.5310,181907.5310,2208.55500,1384.53800,
CHN,A,HIST_STD,INDL,C,272488,2016-12-31,WUCHAN ZHONGDA GROUP CO LTD,42,19513.3810,3803.8200,18.1500,1892.0490,0.0000,205874.1970,205874.1970,2871.12200,2154.32400,
CHN,A,HIST_STD,INDL,C,272488,2017-12-31,WUCHAN ZHONGDA GROUP CO LTD,42,21821.4040,5364.8760,19.0710,1772.7260,0.0000,275424.2810,275424.2810,4306.68200,1129.27300,
CHN,A,HIST_STD,INDL,C,272488,2018-12-31,WUCHAN ZHONGDA GROUP CO LTD,42,11915.0300,6955.7040,20.1420,3555.4590,0.0000,298970.4310,298970.4310,4306.68200,2397.23500,
CHN,A,HIST_STD,INDL,C,272488,2019-12-31,WUCHAN ZHONGDA GROUP CO LTD,42,13688.8670,7615.4380,20.3220,3853.4690,0.0000,355793.1360,355793.1360,5062.18200,2733.85700,
CHN,A,HIST_STD,INDL,C,272488,2020-12-31,WUCHAN ZHONGDA GROUP CO LTD,42,15072.4220,6965.2320,18.5490,5730.0770,0.0000,399736.6860,399736.6860,5062.18200,2745.72100,
CHN,A,HIST_STD,INDL,C,272488,2021-12-31,WUCHAN ZHONGDA GROUP CO LTD,42,24432.3490,4973.7460,21.0120,6318.6840,0.0000,557750.8730,557750.8730,5196.03200,3984.98600,
CHN,A,HIST_STD,INDL,C,272488,2022-12-31,WUCHAN ZHONGDA GROUP CO LTD,42,21852.1750,10322.7810,24.2470,5486.7510,0.0000,571861.2350,571861.2350,5194.87200,3911.12900,
CHN,A,HIST_STD,INDL,C,272488,2023-12-31,WUCHAN ZHONGDA GROUP CO LTD,42,35075.7850,13098.8200,26.3540,6094.4550,0.0000,574346.0480,574346.0480,5193.36200,3617.05700,
CHN,A,HIST_STD,INDL,C,272488,2024-12-31,WUCHAN ZHONGDA GROUP CO LTD,42,32048.1990,11135.7770,26.2330,3624.7000,0.0000,594208.5440,594208.5440,5192.56200,3079.00400,
JPN,A,HIST_STD,INDL,C,272591,2015-03-31,CEDAR CO LTD,623,3121.0000,8625.0000,0.8620,-26.0000,0.0000,10791.0000,10791.0000,11.47590,-368.34700,-386.36300
JPN,A,HIST_STD,INDL,C,272591,2016-03-31,CEDAR CO LTD,623,3386.0000,9715.0000,0.9210,336.0000,0.0000,11731.0000,11731.0000,11.47590,9.41000,1.26200
JPN,A,HIST_STD,INDL,C,272591,2017-03-31,CEDAR CO LTD,623,4114.0000,10529.0000,1.0200,145.0000,0.0000,12733.0000,12733.0000,11.47590,-137.92900,-132.88000
JPN,A,HIST_STD,INDL,C,272591,2018-03-31,CEDAR CO LTD,623,3488.0000,10653.0000,1.0570,535.0000,0.0000,13861.0000,13861.0000,11.47590,223.99200,198.40300
JPN,A,HIST_STD,INDL,C,272591,2019-03-31,CEDAR CO LTD,623,3709.0000,10666.0000,1.1600,496.0000,0.0000,14258.0000,14258.0000,11.47590,16.40900,30.06500
JPN,A,HIST_STD,INDL,C,272591,2020-03-31,CEDAR CO LTD,623,3929.0000,9873.0000,1.2450,550.0000,0.0000,15132.0000,15132.0000,11.47590,209.76300,265.53200
JPN,A,HIST_STD,INDL,C,272591,2021-03-31,CEDAR CO LTD,623,5013.0000,9743.0000,1.2990,810.0000,0.0000,15613.0000,15613.0000,11.47590,387.51100,350.44700
JPN,A,HIST_STD,INDL,C,272591,2022-03-31,CEDAR CO LTD,623,5492.0000,10349.0000,1.3430,195.0000,0.0000,15749.0000,15749.0000,11.22110,-319.87200,-270.80900
JPN,A,HIST_STD,INDL,C,272591,2023-03-31,CEDAR CO LTD,623,4469.0000,11166.0000,1.3260,137.0000,0.0000,16442.0000,16442.0000,11.22200,-276.71000,-208.59800
JPN,A,HIST_STD,INDL,C,272591,2024-03-31,CEDAR CO LTD,623,4443.0000,10774.0000,1.3320,768.0000,0.0000,17304.0000,17304.0000,11.22200,203.32500,25.92100
JPN,A,HIST_STD,INDL,C,272591,2025-03-31,CEDAR CO LTD,623,4727.0000,9744.0000,1.3390,893.0000,0.0000,17829.0000,17829.0000,11.22200,444.91300,273.45600
CHN,A,HIST_STD,INDL,C,273240,2014-12-31,COSCO SHIPPING HLDGS CO LTD,483,19242.4470,68074.0320,37.0270,113.3420,0.0000,64374.4560,64374.4560,,362.52900,
CHN,A,HIST_STD,INDL,C,273240,2015-12-31,COSCO SHIPPING HLDGS CO LTD,483,11675.4940,75063.4910,28.0630,-1969.7150,0.0000,57300.3890,57300.3890,,283.39100,
CHN,A,HIST_STD,INDL,C,273240,2016-12-31,COSCO SHIPPING HLDGS CO LTD,483,9972.2610,47468.9230,20.7900,-5001.6140,0.0000,71091.8290,71091.8290,,-9906.00400,
CHN,A,HIST_STD,INDL,C,273240,2017-12-31,COSCO SHIPPING HLDGS CO LTD,483,19547.9340,43912.7700,21.6090,2450.7380,0.0000,90429.5730,90429.5730,,2661.93600,
CHN,A,HIST_STD,INDL,C,273240,2018-12-31,COSCO SHIPPING HLDGS CO LTD,483,57315.5530,80244.1980,26.8520,3276.7460,0.0000,119836.5640,119836.5640,2580.60000,1034.07100,
CHN,A,HIST_STD,INDL,C,273240,2019-12-31,COSCO SHIPPING HLDGS CO LTD,483,34763.9280,117936.2490,27.1790,6273.2920,0.0000,149523.1780,149523.1780,2580.60000,8258.71500,
CHN,A,HIST_STD,INDL,C,273240,2020-12-31,COSCO SHIPPING HLDGS CO LTD,483,27806.3360,112613.3490,29.3790,15079.8950,0.0000,171042.0310,171042.0310,2580.60000,9927.09800,
CHN,A,HIST_STD,INDL,C,273240,2021-12-31,COSCO SHIPPING HLDGS CO LTD,483,25040.3600,99728.0080,30.9800,128160.0230,0.0000,333479.1090,333479.1090,3354.78000,89296.13800,
CHN,A,HIST_STD,INDL,C,273240,2022-12-31,COSCO SHIPPING HLDGS CO LTD,483,20936.5730,72789.0870,31.5100,159307.8120,0.0000,390806.1050,390806.1050,3354.78000,109594.74200,
CHN,A,HIST_STD,INDL,C,273240,2023-12-31,COSCO SHIPPING HLDGS CO LTD,483,19802.8050,64582.6790,31.6540,22462.9520,0.0000,175100.6320,175100.6320,3158.31300,23860.25700,
CHN,A,HIST_STD,INDL,C,273240,2024-12-31,COSCO SHIPPING HLDGS CO LTD,483,13669.1360,62553.1340,32.4150,58245.3970,0.0000,233570.1990,233570.1990,,49100.49500,
JPN,A,HIST_STD,INDL,C,273961,2015-02-28,SEVEN & I HOLDINGS CO LTD,4451,260792.0000,687459.0000,54.6650,343333.0000,0.0000,6038948.0000,6038948.0000,884.06700,172975.96200,95116.44600
JPN,A,HIST_STD,INDL,C,273961,2016-02-29,SEVEN & I HOLDINGS CO LTD,4451,272111.0000,760858.0000,53.9930,352321.0000,0.0000,6045704.0000,6045704.0000,884.15200,160929.70700,72799.42900
JPN,A,HIST_STD,INDL,C,273961,2017-02-28,SEVEN & I HOLDINGS CO LTD,4451,264677.0000,783810.0000,54.4480,364574.0000,0.0000,5835689.0000,5835689.0000,884.40300,96750.69600,73548.92100
JPN,A,HIST_STD,INDL,C,273961,2018-02-28,SEVEN & I HOLDINGS CO LTD,4451,284910.0000,698149.0000,56.6060,391659.0000,0.0000,6037815.0000,6037815.0000,884.54500,181151.94900,70028.31900
JPN,A,HIST_STD,INDL,C,273961,2019-02-28,SEVEN & I HOLDINGS CO LTD,4451,299848.0000,805339.0000,58.1650,411597.0000,0.0000,6791215.0000,6791215.0000,884.56900,203008.35600,90093.25100
JPN,A,HIST_STD,INDL,C,273961,2020-02-29,SEVEN & I HOLDINGS CO LTD,4451,297893.0000,685066.0000,57.2700,424266.0000,0.0000,6644359.0000,6644359.0000,882.84600,218182.30100,56199.94400
JPN,A,HIST_STD,INDL,C,273961,2021-02-28,SEVEN & I HOLDINGS CO LTD,4451,833617.0000,927592.0000,58.9750,366330.0000,0.0000,5766718.0000,5766718.0000,882.96700,179260.66900,64091.67100
JPN,A,HIST_STD,INDL,C,273961,2022-02-28,SEVEN & I HOLDINGS CO LTD,4451,321426.0000,2577305.0000,83.6350,387654.0000,0.0000,8749752.0000,8749752.0000,883.11700,210769.95400,107106.95400
JPN,A,HIST_STD,INDL,C,273961,2023-02-28,SEVEN & I HOLDINGS CO LTD,4451,766468.0000,3165711.0000,84.1540,506522.0000,0.0000,11811303.0000,11811303.0000,883.22500,280977.74800,179773.12100
JPN,A,HIST_STD,INDL,C,273961,2024-02-29,SEVEN & I HOLDINGS CO LTD,4451,689843.0000,3112960.0000,77.9020,534249.0000,0.0000,11471753.0000,11471753.0000,2622.91550,224635.85400,42926.40800
JPN,A,HIST_STD,INDL,C,273961,2025-02-28,SEVEN & I HOLDINGS CO LTD,4451,853249.0000,3245542.0000,62.0120,420992.0000,0.0000,11972762.0000,11972762.0000,2594.83280,173069.10000,109551.54500
CHN,A,HIST_STD,INDL,C,274720,2014-12-31,DONGFENG MOTOR GROUP CO,336111,17360.0000,350.0000,122.1590,-74.0000,0.0000,80954.0000,80954.0000,2855.73200,12845.00000,
CHN,A,HIST_STD,INDL,C,274720,2015-12-31,DONGFENG MOTOR GROUP CO,336111,8183.0000,7559.0000,129.8850,555.0000,0.0000,126566.0000,126566.0000,2855.73200,11550.00000,
CHN,A,HIST_STD,INDL,C,274720,2016-12-31,DONGFENG MOTOR GROUP CO,336111,7309.0000,7080.0000,149.0920,376.0000,0.0000,122422.0000,122422.0000,2855.73200,13355.00000,
CHN,A,HIST_STD,INDL,C,274720,2017-12-31,DONGFENG MOTOR GROUP CO,336111,14498.0000,2398.0000,146.8430,-1885.0000,0.0000,125016.0000,125016.0000,2855.73200,14063.00000,
CHN,A,HIST_STD,INDL,C,274720,2018-12-31,DONGFENG MOTOR GROUP CO,336111,15424.0000,10729.0000,139.6020,-2760.0000,0.0000,104543.0000,104543.0000,2855.73200,12979.00000,
CHN,A,HIST_STD,INDL,C,274720,2019-12-31,DONGFENG MOTOR GROUP CO,336111,19413.0000,25998.0000,136.5490,-1384.0000,0.0000,101087.0000,101087.0000,2855.73200,12858.00000,
CHN,A,HIST_STD,INDL,C,274720,2020-12-31,DONGFENG MOTOR GROUP CO,336111,38414.0000,24357.0000,124.2700,-1976.0000,0.0000,107964.0000,107964.0000,2855.73200,10792.00000,
CHN,A,HIST_STD,INDL,C,274720,2021-12-31,DONGFENG MOTOR GROUP CO,336111,28435.0000,18831.0000,122.0610,-4876.0000,0.0000,113008.0000,113008.0000,2855.73200,11387.00000,
CHN,A,HIST_STD,INDL,C,274720,2022-12-31,DONGFENG MOTOR GROUP CO,336111,28382.0000,26272.0000,119.4200,-9596.0000,0.0000,92663.0000,92663.0000,2832.78200,10265.00000,
CHN,A,HIST_STD,INDL,C,274720,2023-12-31,DONGFENG MOTOR GROUP CO,336111,31292.0000,30087.0000,112.7060,-10528.0000,0.0000,99315.0000,99315.0000,2519.86400,-3996.00000,
CHN,A,HIST_STD,INDL,C,274720,2024-12-31,DONGFENG MOTOR GROUP CO,336111,36377.0000,20546.0000,109.3300,-8440.0000,0.0000,106197.0000,106197.0000,2492.20000,58.00000,
NLD,A,HIST_STD,INDL,C,275108,2014-12-31,JBS NV,311611,13686.9750,26392.1650,216.6930,7805.2450,0.0000,120469.7190,120469.7190,,,
NLD,A,HIST_STD,INDL,C,275108,2015-12-31,JBS NV,311611,20906.6130,44976.1130,238.0000,9094.5390,0.0000,162914.5260,162914.5260,,,
NLD,A,HIST_STD,INDL,C,275108,2016-12-31,JBS NV,311611,18148.8180,38111.5960,237.0610,7182.7640,0.0000,170380.5260,170380.5260,,,
NLD,A,HIST_STD,INDL,C,275108,2017-12-31,JBS NV,311611,13526.0510,43498.6000,235.0000,6838.0200,0.0000,163169.9810,163169.9810,,,
NLD,A,HIST_STD,INDL,C,275108,2018-12-31,JBS NV,311611,2922.6350,53230.8930,230.0000,7377.5920,0.0000,181680.2440,181680.2440,,,
NLD,A,HIST_STD,INDL,C,275108,2019-12-31,JBS NV,311611,5036.1530,54718.7970,242.0000,13204.8640,0.0000,204523.5750,204523.5750,,,
NLD,A,HIST_STD,INDL,C,275108,2020-12-31,JBS NV,311611,7956.1750,66156.0200,250.0000,21240.2930,0.0000,270204.2120,270204.2120,,,
NLD,A,HIST_STD,INDL,C,275108,2021-12-31,JBS NV,311611,16228.1470,87322.2610,250.0000,36304.4660,0.0000,350695.5610,350695.5610,,,
NLD,A,HIST_STD,INDL,C,275108,2022-12-31,JBS NV,311611,13088.0090,91321.1590,260.0000,24993.1620,0.0000,374851.6000,374851.6000,,,
NLD,A,HIST_STD,INDL,C,275108,2023-12-31,JBS NV,311611,10613.4020,99712.2260,270.0000,5740.3080,0.0000,363816.5370,363816.5370,,,
NLD,A,HIST_STD,INDL,C,275108,2024-12-31,JBS NV,311611,19497.1760,115430.1620,280.0000,25692.4320,0.0000,416952.0020,416952.0020,,,
CHN,A,HIST_STD,INDL,C,275850,2014-12-31,CHINA NATIONAL BUILDING,327310,144436.0730,46873.6770,141.8130,16469.2750,0.0000,122011.2220,122011.2220,2879.17200,5919.54100,
CHN,A,HIST_STD,INDL,C,275850,2015-12-31,CHINA NATIONAL BUILDING,327310,154479.2610,48651.5180,134.1580,8401.9480,0.0000,100291.5870,100291.5870,2879.17200,1019.36100,
CHN,A,HIST_STD,INDL,C,275850,2016-12-31,CHINA NATIONAL BUILDING,327310,150371.7390,58633.9300,106.9890,9157.3390,0.0000,101546.7830,101546.7830,2879.17200,1058.17100,
CHN,A,HIST_STD,INDL,C,275850,2017-12-31,CHINA NATIONAL BUILDING,327310,146049.3430,54959.8140,100.2180,15270.1650,0.0000,127626.3220,127626.3220,2879.17200,3224.80200,
CHN,A,HIST_STD,INDL,C,275850,2018-12-31,CHINA NATIONAL BUILDING,327310,129029.0150,81887.1020,158.5000,32513.1250,0.0000,218955.1890,218955.1890,3868.69800,8066.99500,
CHN,A,HIST_STD,INDL,C,275850,2019-12-31,CHINA NATIONAL BUILDING,327310,101521.4350,91203.6690,155.6060,35284.7580,0.0000,253403.3750,253403.3750,3868.69800,10974.16700,
CHN,A,HIST_STD,INDL,C,275850,2020-12-31,CHINA NATIONAL BUILDING,327310,92434.6530,88326.5290,154.0960,33866.7260,0.0000,254761.8130,254761.8130,3868.69800,12552.78200,
CHN,A,HIST_STD,INDL,C,275850,2021-12-31,CHINA NATIONAL BUILDING,327310,74728.2620,95627.5740,153.1090,36281.6990,0.0000,273683.4030,273683.4030,4558.14700,16218.35900,
CHN,A,HIST_STD,INDL,C,275850,2022-12-31,CHINA NATIONAL BUILDING,327310,80056.6680,98380.0010,150.4570,14932.8890,0.0000,230167.7360,230167.7360,4558.14700,7961.58500,
CHN,A,HIST_STD,INDL,C,275850,2023-12-31,CHINA NATIONAL BUILDING,327310,74271.4130,112759.1150,145.2770,12627.6100,0.0000,210216.4340,210216.4340,4558.14700,3863.04800,
CHN,A,HIST_STD,INDL,C,275850,2024-12-31,CHINA NATIONAL BUILDING,327310,83630.0360,111930.0640,139.5190,7853.0110,0.0000,181300.7010,181300.7010,4558.14700,2387.29900,
CHN,A,HIST_STD,INDL,C,278371,2014-12-31,ZHEJIANG COMMUNICATIONS TECH,237310,734.5000,558.1800,,-65.4960,0.0000,2230.8630,2230.8630,453.26000,-158.33100,37.18200
CHN,A,HIST_STD,INDL,C,278371,2015-12-31,ZHEJIANG COMMUNICATIONS TECH,237310,935.5800,270.1000,1.1440,-31.4850,0.0000,2134.0870,2134.0870,453.26000,-183.34400,
CHN,A,HIST_STD,INDL,C,278371,2016-12-31,ZHEJIANG COMMUNICATIONS TECH,237310,1174.0000,905.0000,1.1660,237.8580,0.0000,3416.7060,3416.7060,555.51700,66.28000,
CHN,A,HIST_STD,INDL,C,278371,2017-12-31,ZHEJIANG COMMUNICATIONS TECH,237310,4462.4990,1470.9810,,1548.4540,0.0000,20477.7270,20477.7270,1305.23600,1106.88200,
CHN,A,HIST_STD,INDL,C,278371,2018-12-31,ZHEJIANG COMMUNICATIONS TECH,237310,4504.7270,982.3610,6.5970,1593.4210,0.0000,26088.0620,26088.0620,1375.63900,1212.85800,
CHN,A,HIST_STD,INDL,C,278371,2019-12-31,ZHEJIANG COMMUNICATIONS TECH,237310,4235.3190,1400.6890,6.9680,1207.6930,0.0000,28567.7870,28567.7870,1375.63900,722.43600,
CHN,A,HIST_STD,INDL,C,278371,2020-12-31,ZHEJIANG COMMUNICATIONS TECH,237310,3811.5820,4304.9290,7.0340,1419.3940,0.0000,36153.3120,36153.3120,1375.64800,929.14700,
CHN,A,HIST_STD,INDL,C,278371,2021-12-31,ZHEJIANG COMMUNICATIONS TECH,237310,5316.1940,6389.7520,7.8150,1814.5010,0.0000,45502.7010,45502.7010,1375.70300,994.75600,
CHN,A,HIST_STD,INDL,C,278371,2022-12-31,ZHEJIANG COMMUNICATIONS TECH,237310,6649.3760,4777.8610,7.7280,1759.3760,0.0000,46145.7800,46145.7800,1856.52700,1578.21300,
CHN,A,HIST_STD,INDL,C,278371,2023-12-31,ZHEJIANG COMMUNICATIONS TECH,237310,6982.0230,6921.9640,7.8700,1730.9410,0.0000,45612.5590,45612.5590,2599.13800,1347.54600,
CHN,A,HIST_STD,INDL,C,278371,2024-12-31,ZHEJIANG COMMUNICATIONS TECH,237310,7779.2370,6071.7050,7.9550,1569.4140,0.0000,45623.7480,45623.7480,2599.13800,1310.02900,
CHN,A,HIST_STD,INDL,C,279190,2014-12-31,JIANGSU SHAGANG CO LTD,331420,663.0000,0.0000,,270.8140,0.0000,10308.0670,10308.0670,1576.26600,35.21600,11.54400
CHN,A,HIST_STD,INDL,C,279190,2015-12-31,JIANGSU SHAGANG CO LTD,331420,259.3030,0.0000,4.6950,-47.5740,0.0000,6881.4860,6881.4860,2206.77200,-80.62200,
CHN,A,HIST_STD,INDL,C,279190,2016-12-31,JIANGSU SHAGANG CO LTD,331420,90.3030,0.0000,4.5080,568.0240,0.0000,7265.5010,7265.5010,2206.77200,219.99600,
CHN,A,HIST_STD,INDL,C,279190,2017-12-31,JIANGSU SHAGANG CO LTD,331420,100.0000,0.0000,,1863.3570,0.0000,11331.3400,11331.3400,2206.77200,704.80200,
CHN,A,HIST_STD,INDL,C,279190,2018-12-31,JIANGSU SHAGANG CO LTD,331420,237.0000,0.0000,,2804.1570,0.0000,12971.3200,12971.3200,2206.77200,1177.03700,
CHN,A,HIST_STD,INDL,C,279190,2019-12-31,JIANGSU SHAGANG CO LTD,331420,207.0000,0.0000,,961.6010,0.0000,12202.3510,12202.3510,2206.77200,528.86400,
CHN,A,HIST_STD,INDL,C,279190,2020-12-31,JIANGSU SHAGANG CO LTD,331420,823.0920,0.0000,4.2840,1431.4890,0.0000,13377.7560,13377.7560,2193.82500,649.52200,
CHN,A,HIST_STD,INDL,C,279190,2021-12-31,JIANGSU SHAGANG CO LTD,331420,730.7270,0.0000,4.2290,2377.0380,0.0000,17366.7930,17366.7930,2193.82500,1112.31300,
CHN,A,HIST_STD,INDL,C,279190,2022-12-31,JIANGSU SHAGANG CO LTD,331420,1993.8310,96.0000,4.3260,651.7020,0.0000,16108.1590,16108.1590,2193.82500,453.10400,
CHN,A,HIST_STD,INDL,C,279190,2023-12-31,JIANGSU SHAGANG CO LTD,331420,8951.5720,372.7330,4.3660,104.0910,0.0000,13970.1900,13970.1900,2193.82500,193.40000,
CHN,A,HIST_STD,INDL,C,279190,2024-12-31,JIANGSU SHAGANG CO LTD,331420,9953.4340,302.9660,4.8360,-91.2410,0.0000,13297.4930,13297.4930,2193.82500,162.58300,
CHN,A,HIST_STD,FS,C,279378,2014-12-31,INDUSTRIAL AND COMMERCIAL,522110,813865.0000,286003.0000,462.2820,717969.0000,,993206.0000,,86794.04500,275811.00000,
CHN,A,HIST_STD,FS,C,279378,2015-12-31,INDUSTRIAL AND COMMERCIAL,522110,814834.0000,320330.0000,466.3460,726984.0000,,1021127.0000,,86794.04500,274800.00000,
CHN,A,HIST_STD,FS,C,279378,2016-12-31,INDUSTRIAL AND COMMERCIAL,522110,1089531.0000,374179.0000,461.7490,683405.0000,,963332.0000,,86794.04500,273799.00000,
CHN,A,HIST_STD,FS,C,279378,2017-12-31,INDUSTRIAL AND COMMERCIAL,522110,1538338.0000,536976.0000,453.0480,704715.0000,,1017948.0000,,86794.04500,281612.00000,
CHN,A,HIST_STD,FS,C,279378,2018-12-31,INDUSTRIAL AND COMMERCIAL,522110,1002381.0000,620537.0000,449.2960,751077.0000,,1159401.0000,,86794.04500,293170.00000,
CHN,A,HIST_STD,FS,C,279378,2019-12-31,INDUSTRIAL AND COMMERCIAL,522110,761069.0000,779981.0000,445.1060,826495.0000,,1291324.0000,,86794.04500,307699.00000,
CHN,A,HIST_STD,FS,C,279378,2020-12-31,INDUSTRIAL AND COMMERCIAL,522110,823119.0000,834624.0000,439.7870,842051.0000,,1247135.0000,,86794.04500,307067.00000,
CHN,A,HIST_STD,FS,C,279378,2021-12-31,INDUSTRIAL AND COMMERCIAL,522110,900961.0000,833250.0000,434.0890,898970.0000,,1335287.0000,,86794.04500,338731.00000,
CHN,A,HIST_STD,FS,C,279378,2022-12-31,INDUSTRIAL AND COMMERCIAL,522110,1249107.0000,932671.0000,427.5870,1012731.0000,,1432557.0000,,86794.04500,345673.00000,
CHN,A,HIST_STD,FS,C,279378,2023-12-31,INDUSTRIAL AND COMMERCIAL,522110,1786026.0000,1393916.0000,419.2520,1173289.0000,,1561506.0000,,86794.04500,349029.00000,
CHN,A,HIST_STD,FS,C,279378,2024-12-31,INDUSTRIAL AND COMMERCIAL,522110,2270346.0000,2054765.0000,415.1590,1213261.0000,,1581188.0000,,86794.04500,350900.00000,
JPN,A,HIST_STD,INDL,C,279449,2015-03-31,IDEMITSU KOSAN CO LTD,324110,403522.0000,602658.0000,8.8290,-104798.0000,0.0000,4629732.0000,4629732.0000,159.95320,-137959.46200,-159996.18700
JPN,A,HIST_STD,INDL,C,279449,2016-03-31,IDEMITSU KOSAN CO LTD,324110,293947.0000,615639.0000,9.2030,-19643.0000,0.0000,3570202.0000,3570202.0000,159.95300,-35994.22400,-5097.70200
JPN,A,HIST_STD,INDL,C,279449,2017-03-31,IDEMITSU KOSAN CO LTD,324110,471571.0000,579115.0000,9.1390,135236.0000,0.0000,3190347.0000,3190347.0000,159.95280,88163.94300,65298.80400
JPN,A,HIST_STD,INDL,C,279449,2018-03-31,IDEMITSU KOSAN CO LTD,324110,305874.0000,586171.0000,8.9550,201323.0000,0.0000,3730690.0000,3730690.0000,207.95240,162306.44700,91268.93000
JPN,A,HIST_STD,INDL,C,279449,2019-03-31,IDEMITSU KOSAN CO LTD,324110,368715.0000,581168.0000,9.4760,179321.0000,0.0000,4425144.0000,4425144.0000,197.34210,81449.35900,39857.72200
JPN,A,HIST_STD,INDL,C,279449,2020-03-31,IDEMITSU KOSAN CO LTD,324110,655565.0000,648133.0000,13.7660,-3860.0000,0.0000,6045850.0000,6045850.0000,297.26150,-22935.58100,-56781.41700
JPN,A,HIST_STD,INDL,C,279449,2021-03-31,IDEMITSU KOSAN CO LTD,324110,542314.0000,737468.0000,14.0440,140064.0000,0.0000,4556620.0000,4556620.0000,297.26850,34920.18900,96755.11400
JPN,A,HIST_STD,INDL,C,279449,2022-03-31,IDEMITSU KOSAN CO LTD,324110,616043.0000,720767.0000,14.2090,434454.0000,0.0000,6686761.0000,6686761.0000,297.30340,279497.19400,271574.41500
JPN,A,HIST_STD,INDL,C,279449,2023-03-31,IDEMITSU KOSAN CO LTD,324110,788684.0000,669232.0000,14.3630,282443.0000,0.0000,9456281.0000,9456281.0000,293.00480,253645.45800,49494.40700
JPN,A,HIST_STD,INDL,C,279449,2024-03-31,IDEMITSU KOSAN CO LTD,324110,679386.0000,619056.0000,13.9910,346317.0000,0.0000,8719201.0000,8719201.0000,1379.04000,228518.16900,112105.92500
JPN,A,HIST_STD,INDL,C,279449,2025-03-31,IDEMITSU KOSAN CO LTD,324110,676495.0000,519879.0000,13.8140,162187.0000,0.0000,9190225.0000,9190225.0000,1224.63770,104051.86100,28970.88300
CHN,A,HIST_STD,INDL,C,282040,2014-12-31,CHINA COAL ENERGY CO,212112,13336.9270,81870.9790,,2922.6770,0.0000,69738.5830,69738.5830,4106.66300,766.68100,
CHN,A,HIST_STD,INDL,C,282040,2015-12-31,CHINA COAL ENERGY CO,212112,32650.2030,80375.9900,52.6480,811.8820,0.0000,58392.6600,58392.6600,4106.66300,-2520.08900,
CHN,A,HIST_STD,INDL,C,282040,2016-12-31,CHINA COAL ENERGY CO,212112,25734.8410,69397.3500,47.1130,5879.0640,0.0000,59842.3950,59842.3950,4106.66300,2026.53000,
CHN,A,HIST_STD,INDL,C,282040,2017-12-31,CHINA COAL ENERGY CO,212112,23652.1390,69950.1740,44.3560,8993.1500,0.0000,80134.9200,80134.9200,4106.66300,2414.42600,
CHN,A,HIST_STD,INDL,C,282040,2018-12-31,CHINA COAL ENERGY CO,212112,24132.8570,73228.4230,42.1940,11396.2840,0.0000,103231.0320,103231.0320,4106.66300,3434.57800,
CHN,A,HIST_STD,INDL,C,282040,2019-12-31,CHINA COAL ENERGY CO,212112,37998.8070,56744.9440,42.1120,14701.7190,0.0000,128421.4420,128421.4420,4106.66300,5626.43700,
CHN,A,HIST_STD,INDL,C,282040,2020-12-31,CHINA COAL ENERGY CO,212112,22975.3670,73139.7330,41.5930,15338.6540,0.0000,140049.5780,140049.5780,4106.66300,5904.16700,
CHN,A,HIST_STD,INDL,C,282040,2021-12-31,CHINA COAL ENERGY CO,212112,22297.3860,75456.0120,45.4740,29270.9080,0.0000,229964.3370,229964.3370,4106.66300,13281.90800,
CHN,A,HIST_STD,INDL,C,282040,2022-12-31,CHINA COAL ENERGY CO,212112,32808.0440,53683.5460,46.4500,33605.2200,0.0000,219525.2680,219525.2680,4106.66300,18240.53500,
CHN,A,HIST_STD,INDL,C,282040,2023-12-31,CHINA COAL ENERGY CO,212112,22037.4970,51484.0870,47.1220,32911.4260,0.0000,192230.9190,192230.9190,4106.66300,19534.04900,
CHN,A,HIST_STD,INDL,C,282040,2024-12-31,CHINA COAL ENERGY CO,212112,17825.1700,46567.6460,46.4520,31140.7380,0.0000,188507.9160,188507.9160,4106.66300,19322.93600,
IND,A,HIST_STD,INDL,C,282327,2015-03-31,RAJESH EXPORTS LTD,339910,38424.8840,0.0000,0.3580,13929.5980,0.0000,504628.9410,504628.9410,295.26000,6549.09800,
IND,A,HIST_STD,INDL,C,282327,2016-03-31,RAJESH EXPORTS LTD,339910,45939.8920,4975.4880,0.3280,16858.5220,0.0000,1652114.3680,1652114.3680,295.26000,10690.03000,
IND,A,HIST_STD,INDL,C,282327,2017-03-31,RAJESH EXPORTS LTD,339910,55522.3760,3497.8010,0.3500,16861.3630,0.0000,2421319.8420,2421319.8420,295.26000,12436.33300,
